,VISIBILITY,RDSFCOND,SPEEDING,AG_DRIV,ALCOHOL,REDLIGHT,OVER70,NEWDRIVER,IMPACTYPE,ACCLASS
3967,Clear,Dry,0,1,0,0,0,0,Rear End,0
3968,Clear,Dry,0,1,0,1,0,0,Other,0
3969,Clear,Dry,0,0,0,0,0,0,Other,0
3970,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
3971,Clear,Dry,1,1,0,0,0,0,Other,1
3972,Clear,Dry,0,0,0,0,0,0,Other,0
3973,Rain,Wet,1,1,0,0,0,0,Pedestrian Collisions,0
3974,Clear,Dry,0,1,0,0,0,0,Rear End,0
3975,Clear,Dry,1,1,0,0,0,0,Other,1
3976,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
3977,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
3978,Rain,Wet,1,1,0,0,0,0,Pedestrian Collisions,0
3979,Clear,Dry,0,1,0,0,0,1,Rear End,0
3980,Clear,Dry,1,1,0,0,0,0,Other,1
3981,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
3982,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
3983,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,1
3984,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
3985,Clear,Dry,1,1,0,0,0,0,SMV Other,1
3986,Rain,Wet,0,0,0,0,1,0,Pedestrian Collisions,1
3987,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
3988,Other,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
3989,Other,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
3990,Clear,Wet,1,1,0,0,0,0,SMV Other,1
3991,Clear,Dry,0,0,0,0,0,0,SMV Other,0
3992,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
3993,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
3994,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
3995,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
3996,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
3997,Clear,Dry,0,0,0,0,0,0,SMV Other,0
3998,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
3999,Clear,Dry,0,1,1,0,0,0,Other,0
4000,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4001,Clear,Dry,0,1,0,1,0,0,Other,0
4002,Clear,Dry,0,0,0,0,0,0,Other,0
4003,Clear,Dry,0,0,0,0,0,1,Turning Movement,0
4004,Clear,Dry,0,0,1,0,0,0,SMV Other,0
4005,Clear,Dry,0,0,1,0,0,0,SMV Other,0
4006,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,1
4007,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,1
4008,Rain,Wet,0,0,0,0,1,0,Pedestrian Collisions,1
4009,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
4010,Rain,Wet,0,0,0,0,1,0,Pedestrian Collisions,0
4011,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4012,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4013,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4014,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4015,Clear,Dry,0,0,0,0,0,0,Other,0
4016,Clear,Dry,0,1,0,1,0,0,Other,0
4017,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4018,Clear,Dry,0,0,1,0,0,0,Other,0
4019,Clear,Dry,0,0,1,0,0,0,Other,0
4020,Clear,Dry,0,0,1,0,0,0,Other,0
4021,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4022,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4023,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4024,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4025,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4026,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4027,Clear,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
4028,Clear,Wet,0,0,0,0,0,1,Pedestrian Collisions,0
4029,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4030,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4031,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4032,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4033,Clear,Dry,1,1,0,0,0,0,Other,0
4034,Clear,Dry,1,1,0,0,0,0,Other,0
4035,Clear,Dry,0,1,0,0,0,0,Rear End,0
4036,Clear,Dry,0,1,0,0,0,0,Rear End,0
4037,Clear,Dry,0,1,0,0,0,0,Rear End,0
4038,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4039,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4040,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4041,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4042,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4043,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4044,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4045,Clear,Dry,0,1,0,0,0,0,Rear End,0
4046,Clear,Dry,0,1,0,0,0,0,Rear End,0
4047,Clear,Dry,0,1,0,0,0,0,Rear End,0
4048,Clear,Dry,0,1,0,0,0,0,Rear End,0
4049,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4050,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4051,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4052,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,1
4053,Rain,Wet,0,1,0,0,1,0,Pedestrian Collisions,1
4054,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4055,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,0
4056,Clear,Dry,0,1,0,0,0,0,Rear End,0
4057,Clear,Dry,0,1,0,0,0,0,Rear End,0
4058,Clear,Dry,0,1,0,0,0,0,Rear End,0
4059,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,0
4060,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4061,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4062,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4063,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4064,Clear,Dry,0,1,0,0,0,0,Rear End,0
4065,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4066,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4067,Clear,Wet,0,0,0,0,0,0,Other,0
4068,Clear,Wet,0,0,0,0,0,0,Other,0
4069,Clear,Wet,0,0,0,0,0,0,Other,0
4070,Clear,Dry,0,0,0,0,0,0,Other,0
4071,Clear,Dry,0,0,0,0,0,0,Other,0
4072,Clear,Dry,0,0,0,0,0,0,Other,0
4073,Clear,Dry,0,0,0,0,0,0,Other,0
4074,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4075,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4076,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,1
4077,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4078,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4079,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4080,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4081,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4082,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4083,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4084,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4085,Clear,Dry,1,1,0,0,0,0,SMV Other,1
4086,Clear,Dry,1,1,0,0,0,0,SMV Other,1
4087,Clear,Dry,1,1,0,0,0,0,SMV Other,1
4088,Clear,Dry,1,1,0,0,0,0,SMV Other,1
4089,Clear,Dry,1,1,0,1,1,0,Turning Movement,0
4090,Clear,Dry,1,1,0,1,0,0,Turning Movement,0
4091,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4092,Clear,Dry,0,0,0,0,0,1,Cyclist Collisions,0
4093,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4094,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4095,Clear,Dry,0,1,0,0,0,1,Pedestrian Collisions,0
4096,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4097,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4098,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4099,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4100,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4101,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4102,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,0
4103,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4104,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4105,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4106,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4107,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4108,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4109,Other,Wet,0,1,0,0,0,0,Other,0
4110,Other,Wet,0,1,0,0,0,0,Other,0
4111,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,1
4112,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4113,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4114,Clear,Wet,0,1,0,0,0,0,Rear End,0
4115,Clear,Dry,0,0,1,0,0,0,SMV Other,1
4116,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4117,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,1
4118,Snow,Other,0,0,0,0,0,0,Other,0
4119,Clear,Wet,0,1,0,0,0,0,Rear End,0
4120,Clear,Dry,0,1,0,1,0,0,Other,0
4121,Clear,Dry,0,0,1,0,0,0,SMV Other,1
4122,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4123,Snow,Other,0,0,0,0,0,0,Other,0
4124,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4125,Clear,Dry,0,0,0,0,0,0,Other,0
4126,Clear,Dry,0,0,0,0,0,0,Other,0
4127,Clear,Dry,0,0,0,0,0,0,Other,0
4128,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4129,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4130,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4131,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4132,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4133,Clear,Dry,0,1,0,1,0,0,Other,0
4134,Clear,Dry,0,1,0,1,0,0,Other,0
4135,Clear,Dry,0,1,0,1,0,0,Other,0
4136,Other,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4137,Clear,Other,0,0,0,0,0,0,SMV Other,0
4138,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4139,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4140,Other,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4141,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4142,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4143,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
4144,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4145,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4146,Clear,Dry,0,1,0,0,0,0,Cyclist Collisions,0
4147,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4148,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4149,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4150,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4151,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4152,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4153,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4154,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4155,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4156,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4157,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4158,Rain,Wet,0,1,0,0,0,0,Other,0
4159,Rain,Wet,0,1,0,0,0,0,Other,0
4160,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4161,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4162,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4163,Clear,Dry,0,1,0,0,0,0,Rear End,0
4164,Clear,Dry,0,1,0,0,0,0,Rear End,0
4165,Rain,Wet,0,0,0,0,0,0,Turning Movement,0
4166,Rain,Wet,0,0,0,0,0,0,Turning Movement,0
4167,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4168,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,1
4169,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
4170,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
4171,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
4172,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4173,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4174,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4175,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4176,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4177,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4178,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4179,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4180,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,1
4181,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,1
4182,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4183,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4184,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4185,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4186,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4187,Clear,Dry,1,1,0,0,0,1,SMV Other,0
4188,Clear,Dry,1,1,0,0,0,1,SMV Other,0
4189,Clear,Dry,1,1,0,0,0,1,SMV Other,0
4190,Clear,Dry,1,1,0,0,0,1,SMV Other,0
4191,Clear,Dry,1,1,0,0,0,1,SMV Other,0
4192,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
4193,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
4194,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4195,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4196,Clear,Dry,1,1,1,0,0,0,Pedestrian Collisions,0
4197,Clear,Dry,1,1,1,0,0,0,Pedestrian Collisions,0
4198,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4199,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4200,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4201,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4202,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4203,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4204,Clear,Dry,0,1,0,0,0,0,Other,0
4205,Clear,Dry,0,1,0,0,0,0,Other,0
4206,Clear,Dry,0,1,0,0,0,0,Other,0
4207,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4208,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4209,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4210,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
4211,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4212,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4213,Clear,Dry,0,0,0,0,1,0,Cyclist Collisions,0
4214,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4215,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4216,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4217,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4218,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4219,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4220,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,1
4221,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4222,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4223,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4224,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4225,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4226,Clear,Dry,0,0,0,0,0,0,Other,0
4227,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4228,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4229,Clear,Dry,0,1,0,0,0,1,Cyclist Collisions,0
4230,Clear,Other,0,0,0,0,0,0,SMV Other,0
4231,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4232,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4233,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4234,Clear,Dry,0,1,0,1,1,0,Other,0
4235,Clear,Dry,0,0,0,0,0,0,Other,0
4236,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4237,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4238,Clear,Dry,0,0,0,0,0,0,Other,0
4239,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4240,Clear,Other,0,0,0,0,0,0,SMV Other,0
4241,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4242,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4243,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4244,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4245,Clear,Dry,0,1,0,1,0,1,Other,0
4246,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4247,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4248,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4249,Clear,Dry,0,0,0,0,0,0,Other,0
4250,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4251,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4252,Clear,Dry,0,0,0,0,0,0,Other,0
4253,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4254,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4255,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4256,Clear,Dry,0,1,0,1,0,0,Other,0
4257,Clear,Dry,0,0,0,0,0,0,Other,0
4258,Clear,Dry,0,1,0,1,0,0,Other,0
4259,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4260,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4261,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4262,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4263,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4264,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
4265,Other,Other,0,1,0,0,1,0,Pedestrian Collisions,1
4266,Clear,Dry,0,0,0,0,0,0,Other,0
4267,Clear,Dry,0,0,0,0,1,0,Other,0
4268,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4269,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4270,Clear,Dry,0,1,0,1,0,0,Other,0
4271,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4272,Clear,Dry,0,1,0,1,0,0,Other,0
4273,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4274,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4275,Clear,Dry,0,1,0,1,0,0,Other,0
4276,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4277,Other,Other,0,1,0,0,0,0,Pedestrian Collisions,1
4278,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4279,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4280,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4281,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4282,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4283,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4284,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4285,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4286,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4287,Clear,Dry,0,1,0,1,0,0,Other,0
4288,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4289,Clear,Wet,0,0,0,0,0,0,Other,0
4290,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
4291,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4292,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4293,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4294,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,0
4295,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4296,Clear,Wet,0,0,0,0,0,0,Other,0
4297,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,1
4298,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
4299,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4300,Clear,Wet,0,0,0,0,0,0,Other,0
4301,Clear,Dry,0,1,0,0,0,0,Rear End,0
4302,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4303,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4304,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4305,Clear,Dry,0,1,0,1,0,0,Pedestrian Collisions,0
4306,Clear,Wet,0,1,1,0,0,0,Pedestrian Collisions,0
4307,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4308,Clear,Wet,0,1,1,0,0,0,Pedestrian Collisions,0
4309,Rain,Wet,0,0,0,0,0,0,Cyclist Collisions,0
4310,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4311,Clear,Dry,0,1,0,0,0,0,Rear End,0
4312,Clear,Dry,0,1,0,1,0,0,Other,0
4313,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
4314,Clear,Dry,0,0,0,0,1,0,SMV Other,0
4315,Clear,Dry,0,1,0,1,1,0,Pedestrian Collisions,0
4316,Clear,Dry,0,1,0,0,0,0,Rear End,0
4317,Snow,Loose Snow,0,0,0,0,1,0,Other,0
4318,Clear,Dry,0,1,0,1,0,0,Other,0
4319,Snow,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4320,Rain,Wet,0,0,0,0,0,0,Cyclist Collisions,0
4321,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4322,Snow,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4323,Clear,Dry,0,0,0,0,0,0,SMV Other,1
4324,Snow,Loose Snow,0,0,0,0,0,0,Other,0
4325,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4326,Clear,Dry,0,1,0,0,0,0,Rear End,0
4327,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
4328,Clear,Dry,0,1,0,1,0,0,Other,0
4329,Snow,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4330,Clear,Dry,0,0,0,0,0,0,SMV Other,1
4331,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4332,Clear,Dry,0,1,0,0,0,0,Rear End,0
4333,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4334,Clear,Dry,0,1,0,1,0,0,Other,0
4335,Clear,Other,0,1,0,0,0,0,Rear End,0
4336,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4337,Clear,Dry,0,1,0,0,0,0,Rear End,0
4338,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4339,Clear,Dry,0,1,0,1,0,0,Other,0
4340,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4341,Clear,Other,0,1,0,0,0,0,Rear End,0
4342,Clear,Dry,0,0,0,0,0,1,Pedestrian Collisions,0
4343,Clear,Dry,0,1,0,0,0,0,Rear End,0
4344,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4345,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4346,Clear,Dry,0,1,0,1,0,0,Other,0
4347,Clear,Other,0,1,0,0,0,0,Rear End,0
4348,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4349,Clear,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4350,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4351,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4352,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4353,Clear,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4354,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4355,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4356,Clear,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4357,Clear,Other,0,0,0,0,1,0,Pedestrian Collisions,0
4358,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4359,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4360,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4361,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4362,Clear,Other,0,0,0,0,0,0,Pedestrian Collisions,0
4363,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4364,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4365,Clear,Other,0,0,0,0,1,0,Pedestrian Collisions,0
4366,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4367,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4368,Clear,Dry,1,1,0,0,0,0,Turning Movement,0
4369,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
4370,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4371,Clear,Other,0,0,0,0,1,0,Pedestrian Collisions,0
4372,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4373,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4374,Rain,Wet,0,0,0,0,0,0,SMV Other,0
4375,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4376,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
4377,Clear,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
4378,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,0
4379,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4380,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
4381,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
4382,Clear,Dry,0,0,0,0,0,0,SMV Other,0
4383,Clear,Dry,1,1,0,0,0,1,Cyclist Collisions,0
4384,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,1
